"field" "block_n" "trt_id" "entropy" "lower_ci" "upper_ci" "sigma" "posterior_prob"
"308" 4 10 8 2.29267946457981 -4.347205155 3.101297625 2.39585684596485 0.923333333333333
"309" 4 10 9 1.91854950446491 -2.859472405 3.2331763725 1.64807999548731 1
"310" 4 10 10 1.98621646739928 0.37458695025 5.338939575 1.76346025733121 1
"311" 4 10 11 1.87594509278649 -0.126042927 4.98509468 1.57933924402045 1
"312" 4 10 12 1.80735719564708 -1.3688632525 4.8734494525 1.47464703439852 1
"313" 4 10 13 1.98431370652116 0.29997013625 6.73019025 1.76010800442268 1
"314" 4 10 14 1.93517739697588 1.5182281525 6.658240305 1.67571319677037 1
"315" 4 10 15 1.9151137505341 -0.024077019975 5.8756761775 1.6424273143358 1
"316" 4 12 1 2.39584923742948 -8.227008905 0.172772368249999 2.65623764988522 NA
"317" 4 12 2 1.97186879841463 -3.76555936 2.8769572625 1.73833935740813 0.886666666666667
"318" 4 12 3 1.56078334988121 -4.7908644475 -0.328934855750001 1.15239780173952 0.77
"319" 4 12 4 1.74089849574486 -3.8257278525 0.39720377625 1.37982952998194 0.84
"320" 4 12 5 1.85922679193633 -3.6524187475 2.5790877925 1.55315486444061 0.89
"321" 4 12 6 1.96636263426153 -4.7207503675 1.79271711 1.72879407860445 0.923333333333333
"322" 4 12 7 1.62869517390498 -1.3823428525 3.2555399375 1.23337786945658 1
"323" 4 12 8 2.22731542053173 -4.4063669325 3.819480165 2.24426233818519 0.996666666666667
"324" 4 12 9 1.82757729067073 -4.7391754375 1.1456899675 1.50476803607215 0.843333333333333
"325" 4 12 10 1.50824190201175 0.624357896 4.84926661 1.09341231320571 1
"326" 4 12 11 1.88804616773919 -3.539431905 2.220043875 1.5985670505155 0.82
"327" 4 12 12 2.2168497216663 -2.852867565 6.6290234475 2.22089704470941 0.99
"328" 4 12 13 1.6451520525318 2.5312230775 7.27763983 1.25384335648834 1
"329" 4 12 14 1.85902901200707 1.192862615 8.5331871475 1.55284771195668 1
"330" 4 12 15 2.0728280938589 -0.0543304134499998 7.843375835 1.9230059498627 1
"331" 4 15 1 1.73583538166629 -7.3569160025 -2.6332698575 1.37286095190225 NA
"332" 4 15 2 2.16530049367101 -3.513031105 2.46015956 2.10931227948442 1
"333" 4 15 3 1.84451218942689 -3.979938015 1.8357004125 1.53046813045312 1
"334" 4 15 4 2.34089770279304 -3.597172785 3.57544542 2.51421133426485 1
"335" 4 15 5 1.735192530446 -3.6279191275 1.9747393 1.37197869017593 0.933333333333333
"336" 4 15 6 2.07321884990122 -1.306094425 3.422935795 1.92375752288833 1
"337" 4 15 7 1.42408286893535 -2.322703495 1.5370375575 1.00515759054506 1
"338" 4 15 8 1.52933943109085 -0.82591428325 2.80801227 1.11672567369331 1
"339" 4 15 9 1.94463275330373 -3.0085202075 2.3469223975 1.69163280633372 1
"340" 4 15 10 0.995503634438883 1.086036125 3.55302508 0.654793802163574 1
"341" 4 15 11 2.00681699835899 -1.853802605 3.7019990625 1.80016524803875 1
"342" 4 15 12 1.76260936898791 -3.6957420825 2.1747659325 1.410114399905 0.97
"343" 4 15 13 1.35574710326477 2.4299727325 5.458846615 0.938763748999282 1
"344" 4 15 14 1.2574040606566 2.037006595 4.8583462525 0.850837200433524 1
"345" 4 15 15 1.8855399117764 -0.545760187 4.86269065 1.59456564867634 1
"346" 4 20 1 1.81451112230349 -5.205840765 0.0325109611999998 1.48523437650736 NA
"347" 4 20 2 1.6670218923264 -2.59853431 2.75106435 1.28156675802088 0.916666666666667
"348" 4 20 3 2.21797322502897 -7.3167483425 0.0921352176499998 2.22339363220691 0.586666666666667
"349" 4 20 4 2.20702764550481 -4.20662584 3.2730199 2.19919000340791 0.856666666666667
"350" 4 20 5 1.36827182508659 -4.706403515 -1.06351372 0.950595443484872 0.563333333333333
"351" 4 20 6 1.61703213378492 -1.3814841425 3.3433405325 1.21907649474888 0.996666666666667
"352" 4 20 7 1.65463154606882 -0.8283479 4.027054465 1.26578567059864 0.976666666666667
"353" 4 20 8 1.88516871584513 -3.4184991375 2.693332745 1.59397386223657 0.876666666666667
"354" 4 20 9 1.93824398378929 -3.5167417475 2.13440791 1.68085980398835 0.846666666666667
"355" 4 20 10 1.82792091693316 -2.2700872025 3.8298034175 1.50528520273915 0.963333333333333
"356" 4 20 11 1.82110543418519 0.1470780085 5.531636695 1.495060838974 0.993333333333333
"357" 4 20 12 1.70684693038904 -0.36554409725 5.18866839 1.33363513379461 1
"358" 4 20 13 1.8553262707111 -1.1924714125 5.002749595 1.5471085504795 1
"359" 4 20 14 2.05894414048088 0.74026306625 7.0334145075 1.89649151342688 1
"360" 4 20 15 1.83353713234012 1.174693055 7.318530595 1.51376299295088 1
"361" 5 4 1 2.19252554584183 -7.291483525 1.6054005175 2.16752727374736 NA
"362" 5 4 2 1.91666338556036 -4.7654964275 0.978187161249998 1.64497445028601 0.67
"363" 5 4 3 1.92993963168395 -4.12314133 1.7349126925 1.66695915018312 0.793333333333333
"364" 5 4 4 2.23488332950776 -6.5959306875 1.0769880775 2.26131114180593 0.473333333333333
"365" 5 4 5 1.98976644123046 -5.5259150925 1.4154528175 1.76973162009777 0.73
"366" 5 4 6 1.59369693992625 -3.38559202 0.9289101835 1.19095845429559 0.806666666666667
"367" 5 4 7 1.69586346351539 -1.7842675275 3.83917283249999 1.31906734534234 0.903333333333333
"368" 5 4 8 1.68300651078897 -1.641952385 3.24984715 1.30221671483873 0.986666666666667
"369" 5 4 9 1.77130863687698 -1.2700135725 4.6556908575 1.42243487468109 0.976666666666667
"370" 5 4 10 1.83079383899329 -1.7391252275 4.34049569 1.50961598783015 1
"371" 5 4 11 1.80572224118345 -1.5245459875 4.200399 1.47223802349553 0.93
"372" 5 4 12 1.79853456407269 -1.07882229475 4.0442961225 1.46169399089773 0.98
"373" 5 4 13 1.69885760798443 1.8540452775 6.7523876275 1.32302274209836 1
"374" 5 4 14 1.92391645798741 0.4379957625 6.4852435175 1.65694894254922 1
"375" 5 4 15 1.84946504742653 -0.49581343425 5.35450708 1.53806712461162 0.946666666666667
"376" 5 6 1 1.77585261055968 -4.908366145 1.319295275 1.42891308858707 NA
"377" 5 6 2 1.47963336639661 -4.34581202 -0.210300600250002 1.0625746022054 0.456666666666667
"378" 5 6 3 1.81797413978176 -3.7911025 1.5197368825 1.49038668523104 0.77
"379" 5 6 4 1.5660833423136 -2.706316495 1.01438825 1.1585217153808 0.666666666666667
"380" 5 6 5 2.04423402504206 -4.8442092675 1.75153953 1.86879809043426 0.426666666666667
"381" 5 6 6 1.88397822388367 -4.229599975 1.31029915 1.59207737826523 0.586666666666667
"382" 5 6 7 1.63879875881411 -3.6995746575 0.952540328249999 1.24590257314343 0.56
"383" 5 6 8 1.070577343597 -1.97745316 0.62710656325 0.705843886690859 0.76
"384" 5 6 9 1.40436069219208 0.37627053525 3.8349104925 0.985527901256765 0.996666666666667
"385" 5 6 10 1.50847690757571 0.26371312075 4.2496791325 1.09366930137866 0.993333333333333
"386" 5 6 11 1.17264013826189 -0.1974274045 2.72435349 0.781688938095448 0.98
"387" 5 6 12 1.99750635007665 -0.4429272035 5.86463277 1.78348232748444 0.986666666666667
"388" 5 6 13 1.95628617155563 -0.95014577575 5.364769135 1.71146142213432 0.94
"389" 5 6 14 1.12899862610856 1.182913585 4.16019007 0.748308534260287 1
"390" 5 6 15 2.28255321804042 -0.9795009905 6.801142855 2.37171823191388 0.98
"391" 5 10 1 1.93845892175314 -5.612301545 -0.2726274515 1.68122112340138 NA
"392" 5 10 2 1.56836108687918 -3.03858072 1.1450693325 1.16116353948019 0.926666666666667
"393" 5 10 3 1.53635721771379 -4.347370825 0.418378085749997 1.12459017962312 0.746666666666667
"394" 5 10 4 1.92743423576606 -5.887824335 0.0613806718499997 1.66278798492504 0.366666666666667
"395" 5 10 5 1.69582213348363 -5.0910382425 0.49665807225 1.31901282937364 0.8
"396" 5 10 6 1.93282173819501 -2.42553124 3.0624366475 1.6717704339893 0.953333333333333
"397" 5 10 7 1.77482979662465 -5.07682403 0.515354225 1.42745232354088 0.813333333333333
"398" 5 10 8 2.09402730935398 -2.462318075 4.190280975 1.96420734299427 0.97
"399" 5 10 9 1.64099631676055 -2.9735173925 2.0030815375 1.24864352684275 0.89
"400" 5 10 10 2.17218609462755 -2.4303128525 5.3030126175 2.12388627992814 0.953333333333333
"401" 5 10 11 1.53023929955595 -2.7714930775 1.6149345675 1.11773103218859 0.93
"402" 5 10 12 1.82481881062482 -0.35766780875 4.6903916225 1.50062288326004 1
"403" 5 10 13 1.58325271953466 1.3988372275 6.65458283 1.17858455208298 1
"404" 5 10 14 2.018410628952 -0.337965397 6.40808498 1.8211571499789 1
"405" 5 10 15 1.90963201912303 -1.14025957 4.120179135 1.63344860086796 0.993333333333333
"406" 5 12 1 2.08129133557759 -5.6277263775 0.288814082499998 1.93934987779454 NA
"407" 5 12 2 1.35354221559248 -4.1280919125 0.533269867499999 0.936696160619625 0.61
"408" 5 12 3 1.66460708553491 -4.70231152 0.720791067249999 1.27847575549886 0.6
"409" 5 12 4 1.66757064484277 -1.563604505 2.4520796725 1.28227021399821 0.916666666666667
"410" 5 12 5 2.22644220466417 -5.771870245 0.8798446445 2.24230346808323 0.7
"411" 5 12 6 1.54759401317295 -1.6056456575 2.7226118675 1.13729823463883 0.946666666666667
"412" 5 12 7 1.78785277994135 -3.890183975 2.365537195 1.4461635851106 0.826666666666667
"413" 5 12 8 1.36157593663953 -0.263240751 3.35798942 0.944251624889864 0.97
"414" 5 12 9 1.75245992477294 -2.4968985275 1.768244165 1.3958749061755 0.823333333333333
"415" 5 12 10 1.30532164523227 -0.88945883975 2.484281565 0.892599856125888 0.946666666666667
"416" 5 12 11 2.25435677352967 -0.085358710025 5.818122785 2.3057782160765 1
"417" 5 12 12 1.7160155566935 -1.40406215 3.203026505 1.34591896282998 0.946666666666667
"418" 5 12 13 1.99746237295658 0.318246392 6.2067767575 1.78340389679258 0.98
"419" 5 12 14 1.43891944254411 0.82166172825 4.86780461999999 1.02018186389518 1
"420" 5 12 15 1.73999933800217 -0.284803055 5.48012042 1.37858940319483 1
"421" 5 15 1 2.08664848308265 -5.9926744825 1.0407529225 1.94976713964422 NA
"422" 5 15 2 2.4505878148207 -6.279493595 3.4734143575 2.80568939281217 0.53
"423" 5 15 3 1.53958555279384 -4.0514009575 -0.175504185 1.12822660018444 0.636666666666667
"424" 5 15 4 1.9341686896466 -5.17318646 0.933785901999999 1.67402374481156 0.766666666666667
"425" 5 15 5 1.72302024036108 -3.5098777425 1.0314111555 1.35537979579446 0.786666666666667
"426" 5 15 6 2.01544427724614 -2.8186955725 3.6087463825 1.81576296184542 0.933333333333333
"427" 5 15 7 1.86992983628221 -1.863499635 3.736211695 1.56986762901679 0.886666666666667
"428" 5 15 8 1.90674848636786 -1.744580015 3.8833520275 1.62874528266841 1
"429" 5 15 9 2.01153756683204 -2.723177835 3.852026765 1.80868314018393 0.963333333333333
"430" 5 15 10 1.72838595298074 -1.305090635 4.3045912175 1.36267192049641 0.993333333333333
"431" 5 15 11 1.56003310152709 0.47570040375 4.6293431875 1.15153354143095 1
"432" 5 15 12 2.04161659390856 -1.1998993025 5.2400680775 1.86391303606576 0.876666666666667
"433" 5 15 13 1.87363566332432 1.13519225 6.9478772475 1.57569607987408 1
"434" 5 15 14 2.06620046200479 -1.0465478625 6.3230376675 1.91030311572601 0.996666666666667
"435" 5 15 15 2.20411425818959 -0.90169737375 6.47973518 2.19279223526176 0.97
"436" 5 20 1 1.80136546042479 -5.7339386025 0.5070101085 1.46583775760415 NA
"437" 5 20 2 2.18226504079362 -4.26270127 4.20802512 2.14540105641186 0.47
"438" 5 20 3 2.43547697948055 -5.4831349 2.372249575 2.76361179684801 0.55
"439" 5 20 4 1.56942181718311 -2.8915706625 1.4645642225 1.16239587430623 0.856666666666667
"440" 5 20 5 1.69593796728681 -3.721946645 1.57425568 1.31916562449536 0.846666666666667
"441" 5 20 6 1.65578562222865 -2.8124432425 3.05616154499999 1.26724732693367 0.92
"442" 5 20 7 1.73824735870553 -1.5993565875 4.402377245 1.37617625760966 0.93
"443" 5 20 8 1.74303141301343 -3.8498697425 2.0082617025 1.38277573310095 0.773333333333333
"444" 5 20 9 1.70565403354351 -3.0287218425 2.697998815 1.33204519315654 0.96
"445" 5 20 10 1.81259467873774 -2.93215205 2.7057318225 1.48239073435307 0.92
"446" 5 20 11 1.67715736530968 -0.85744634375 4.2390209275 1.29462209250609 0.963333333333333
"447" 5 20 12 1.71288359387565 -0.879901155 3.634172475 1.34171018898454 0.946666666666667
"448" 5 20 13 1.54594624865905 2.305628605 6.4850958775 1.13542577807348 1
"449" 5 20 14 1.72618615592399 -0.0659052560249999 5.717024895 1.35967761345778 1
"450" 5 20 15 1.99993156424265 -0.0786460102499999 4.9337972 1.78781290325415 0.996666666666667
"451" 6 4 1 1.76372287408156 -4.652510535 0.554679574249996 1.4116854439924 NA
"452" 6 4 2 1.80228356708401 -5.2305305875 0.2128163955 1.46718417099172 0.526666666666667
"453" 6 4 3 1.96742773174501 -4.5385531375 3.05978941249999 1.73063639377549 0.843333333333333
"454" 6 4 4 1.95478627844503 -4.57864363 1.3852618325 1.70889633709576 0.766666666666667
"455" 6 4 5 2.27154081791996 -5.4922300425 2.96527246 2.34574320795467 0.623333333333333
"456" 6 4 6 1.91231607758936 -4.64619236 2.0280757775 1.63783876150271 0.603333333333333
"457" 6 4 7 1.95011689433388 -2.7156248075 4.0659274125 1.70093544438906 0.826666666666667
"458" 6 4 8 1.68559018436695 -2.46268451 2.83041434249999 1.30558556789194 0.883333333333333
"459" 6 4 9 2.01620903196381 -4.167455095 3.623048725 1.81715210624632 0.863333333333333
"460" 6 4 10 2.17561974746723 -2.7425080875 5.03607174249999 2.13119150270649 0.79
"461" 6 4 11 1.89540960825615 -1.654047845 4.9858416325 1.61038144782868 0.98
"462" 6 4 12 2.11421043227753 -3.5631064525 4.11354458249999 2.00425395465358 0.74
"463" 6 4 13 1.85972877860888 0.0944117817825003 5.92668369999999 1.55393472320593 1
"464" 6 4 14 1.94276089897706 -2.6628785375 3.44726213 1.68846927790194 0.733333333333333
"465" 6 4 15 1.93003462783674 0.3494040325 6.0739535575 1.66711751241102 0.99
"466" 6 6 1 1.33907899713414 -5.306362145 -1.703760465 0.923246020043023 NA
"467" 6 6 2 2.16082692984148 -4.495088375 1.92369425 2.09989721152128 0.666666666666667
"468" 6 6 3 2.61949113594099 -6.6260656 3.0052579625 3.32195213545805 0.546666666666667
"469" 6 6 4 1.46811705962868 -3.18976594 1.41227856249999 1.0504078595608 0.86
"470" 6 6 5 1.71604758424037 -6.0799078325 -0.713054034750001 1.34596207000295 0.69
"471" 6 6 6 2.08708801255408 -1.564183485 4.2259320075 1.95062430812611 0.996666666666667
"472" 6 6 7 2.0073794712005 -4.6855584325 2.3819046375 1.80117807691867 0.316666666666667
"473" 6 6 8 1.49137206335116 -2.8143588625 1.383147395 1.07512134055701 0.976666666666667
"474" 6 6 9 1.42474888995653 -2.58642101 1.3446068925 1.00582726961537 1
"475" 6 6 10 1.96692012089936 -1.2652662575 5.80098852 1.7297581268999 0.993333333333333
"476" 6 6 11 1.95289619155419 -2.036890525 4.1077740875 1.70566942506395 1
"477" 6 6 12 2.40880515744343 -1.1163932375 7.227775715 2.69087555083907 1
"478" 6 6 13 1.67071401035096 -0.00466126277499995 5.0507537725 1.28630719949754 1
"479" 6 6 14 2.08516470954936 -0.20795312625 5.2195085825 1.94687627199316 1
"480" 6 6 15 1.72105183592101 -0.0621866579249998 5.97498262 1.35271448425257 1
"481" 6 10 1 2.22069194290204 -7.5600910725 -1.224660445 2.22944663669104 NA
"482" 6 10 2 1.35385825138971 -3.0194273125 0.0478629351999997 0.936992236920403 0.73
"483" 6 10 3 1.7968498168456 -3.642112075 0.987291753999999 1.4592334792518 1
"484" 6 10 4 1.86257871887156 -4.283893865 -0.0559771270000032 1.55836966099129 0.666666666666667
"485" 6 10 5 2.31942961424175 -7.192547225 0.921614731249999 2.46081127223179 0.906666666666667
"486" 6 10 6 1.8637535375335 0.6657049655 5.251301725 1.56020153860252 1
"487" 6 10 7 1.96166472657229 -3.168395145 2.90549765 1.72069141130336 1
"488" 6 10 8 1.97827110920344 -3.6922249675 1.52609533749999 1.74950444928711 1
"489" 6 10 9 1.82125577851464 -2.202180175 2.6306178375 1.49528562979091 1
"490" 6 10 10 1.28382353585913 0.854984725 3.676159635 0.873615442454387 1
"491" 6 10 11 1.70974267309533 -0.23052628075 3.617700715 1.33750259488978 1
"492" 6 10 12 1.35099831279777 -0.70823986475 3.1051747825 0.934316324957537 1
"493" 6 10 13 2.10974345064494 0.6036169115 6.70536488 1.9953209556763 1
"494" 6 10 14 1.66409912032843 0.4941866835 6.13297166 1.2778264992115 1
"495" 6 10 15 1.81339343979323 0.71113431025 6.31044709 1.48357528336352 1
"496" 6 12 1 2.11822661635263 -5.813381465 0.662680900499999 2.01231959317182 NA
"497" 6 12 2 1.43215186006142 -3.09421975 0.423553692999999 1.01330100862373 0.75
"498" 6 12 3 1.85679922753125 -4.04151635 1.1831066325 1.54938905369951 0.703333333333333
"499" 6 12 4 1.46781214806244 -1.589087205 2.29770168 1.05008762687896 0.986666666666667
"500" 6 12 5 2.69072404495859 -6.3188676375 3.8383587675 3.56721618593128 0.493333333333333
"501" 6 12 6 2.00811128498911 -3.0541983275 3.24054072 1.80249668630052 0.873333333333333
"502" 6 12 7 1.86016337022013 -5.214064405 0.0979193348 1.55461019696805 0.566666666666667
"503" 6 12 8 2.0965710174077 -4.5437240975 1.6474022475 1.96921007307672 0.793333333333333
"504" 6 12 9 2.08088239838483 -5.2660804275 1.77254257 1.93855696763601 0.863333333333333
"505" 6 12 10 1.82746540619399 -1.6201104325 3.685180055 1.50459968530593 1
"506" 6 12 11 1.88624117552863 -2.0058621375 3.8131000625 1.59568425193842 0.85
"507" 6 12 12 1.89417089472831 -2.329678745 3.0457270475 1.60838788152795 0.946666666666667
"508" 6 12 13 2.05715082158916 -1.4055519325 5.0189508675 1.89309354709711 1
"509" 6 12 14 1.40228965398426 2.9482778975 6.499451985 0.983488947422823 1
"510" 6 12 15 1.74409364892475 0.1492455325 5.532508475 1.38424534754237 0.973333333333333
"511" 6 15 1 2.07491683282147 -6.36434726 -0.305179343500001 1.9270268051121 NA
"512" 6 15 2 1.83437888565293 -5.4255466475 0.673543723999999 1.51503774440286 0.54
"513" 6 15 3 1.98708565617426 -4.9910637025 1.45145093 1.76499370352257 0.61
"514" 6 15 4 1.57851588872179 -2.809192885 1.746917015 1.17301499789298 0.776666666666667
"515" 6 15 5 1.85165705945854 -3.5361031775 2.304948515 1.54144228409846 0.83
"516" 6 15 6 1.81586813512903 -3.57965991 2.8374758675 1.48725122674153 0.883333333333333
"517" 6 15 7 2.35932387119093 -4.1670535175 4.64843533 2.56096806649817 0.903333333333333
"518" 6 15 8 2.07595295558806 -1.9590887425 4.7359458525 1.92902447619422 0.99
"519" 6 15 9 1.8750985974525 -3.9131880425 1.33437986 1.57800290640118 0.873333333333333
"520" 6 15 10 1.92275913268717 -0.12746564875 5.5140464 1.65503242284909 1
"521" 6 15 11 1.91349930427003 -2.14143238 4.4168543425 1.6397778429842 0.993333333333333
"522" 6 15 12 2.15290834999362 -1.9631618225 5.06118926 2.08333467022698 0.99
"523" 6 15 13 1.56438669647879 2.96369286 7.5068463225 1.15655778085964 1
"524" 6 15 14 1.61149463744725 0.51374206025 5.3060671 1.21234451947045 1
"525" 6 15 15 1.8798357652793 -0.452041508 5.91329982 1.58549590478303 1
"526" 6 20 1 1.68313487117967 -6.8859174075 -1.563601075 1.30238387861339 NA
"527" 6 20 2 1.61458336370087 -4.99599445 -0.439688480750002 1.21609490879752 0.846666666666667
"528" 6 20 3 1.84023948976426 -4.810431405 1.53581591 1.52394284999737 0.916666666666667
"529" 6 20 4 1.82842395355027 -4.95272135 0.277988207249999 1.50604260680034 0.873333333333333
"530" 6 20 5 2.03208052749963 -4.3100211225 1.7775067525 1.84622311774614 0.896666666666667
"531" 6 20 6 2.3009367293362 -4.24938855 4.07718216 2.41572197319695 0.936666666666667
"532" 6 20 7 1.47622364247564 -4.339950265 -0.215619959250001 1.05895768601353 0.936666666666667
"533" 6 20 8 1.8923158298448 -2.8858260275 3.514838805 1.60540698338445 0.98
"534" 6 20 9 1.85217293962639 -1.6994098025 4.73709714 1.54223768875182 0.996666666666667
"535" 6 20 10 1.96090914266181 -1.6086909725 5.04000347 1.71939177561181 0.996666666666667
"536" 6 20 11 1.68244578372847 0.0817539908500001 4.90492618 1.30148673136795 1
"537" 6 20 12 1.55028442309714 1.978989815 6.7993870725 1.14036215284591 1
"538" 6 20 13 1.94063936453312 -0.043180034275 6.252642905 1.68489092930839 1
"539" 6 20 14 1.62696727949461 0.324318422 5.4655248675 1.23124856286833 1
"540" 6 20 15 1.52613882929717 1.4026268425 6.41987323 1.11315719318784 1
"541" 7 4 1 2.26507252535068 -6.73041956 0.509267186999999 2.33061922051178 NA
"542" 7 4 2 1.659059161408 -3.95454976 0.485791841749998 1.27140250807184 0.683333333333333
"543" 7 4 3 1.91180566221107 -4.59514081 1.1329589725 1.63700299672343 0.72
"544" 7 4 4 1.64075436349953 -3.18241802 1.02690407 1.2483414500153 0.75
"545" 7 4 5 1.92193734223132 -6.567258115 0.983014866999997 1.65367289170124 0.626666666666667
"546" 7 4 6 1.757565007546 -4.9506626925 1.25270243 1.40301918366022 0.736666666666667
"547" 7 4 7 1.62374104631462 -0.453523525 4.3602320775 1.22728266879146 0.996666666666667
"548" 7 4 8 1.99226878567435 -3.23238344 2.65828849 1.77416564359781 0.716666666666667
"549" 7 4 9 1.92387098647616 -4.50769195 1.25990424 1.65687360028972 0.743333333333333
"550" 7 4 10 1.9148821959136 -2.43316276 3.71010222 1.64204704673039 0.94
"551" 7 4 11 1.58281032078686 -1.4563568075 3.48292593749999 1.17806326307026 0.863333333333333
"552" 7 4 12 1.52696936014876 -0.45753651525 4.3586191125 1.11408208860337 0.98
"553" 7 4 13 1.8671928901624 -0.74134273475 5.51925868999999 1.56557686038069 0.943333333333333
"554" 7 4 14 1.79889605724814 1.262616775 8.1357869375 1.46222247881668 1
"555" 7 4 15 1.45229193419363 2.2585905025 5.589665275 1.03391586157284 1
"556" 7 6 1 2.19233449252935 -5.408709055 1.255926945 2.16711320003815 NA
"557" 7 6 2 1.83234410317541 -3.685096045 1.4036581725 1.51195810640705 0.686666666666667
"558" 7 6 3 2.19105075565484 -5.2827836 1.9702238475 2.16433298182815 0.453333333333333
"559" 7 6 4 1.85440414067601 -4.6436729275 0.5301464695 1.54568257278704 0.483333333333333
"560" 7 6 5 1.98631790888182 -6.472573375 -0.787466479000001 1.76363915442776 0.223333333333333
"561" 7 6 6 2.58389199019773 -5.8459740125 4.275065855 3.20577367338416 0.506666666666667
"562" 7 6 7 1.78391533009276 -0.8960268595 4.41360203 1.44048058412924 1
"563" 7 6 8 1.93250906309265 -2.5513650225 3.68628541 1.67124779471013 0.77
"564" 7 6 9 1.61042710830744 -3.1929513375 1.3437442375 1.21105099692776 0.66
"565" 7 6 10 2.12970559319884 -4.013190855 4.26950532 2.03555205050371 0.873333333333333
"566" 7 6 11 1.69873593934414 -0.8855585395 3.530961985 1.32286178151239 0.913333333333333
"567" 7 6 12 1.94006729097814 0.45566482225 6.1966410975 1.68392732341772 0.99
"568" 7 6 13 1.50545268881525 2.3138987675 6.8755182475 1.09036680241638 1
"569" 7 6 14 1.28926226435446 2.896730245 6.4068104325 0.878379743782018 1
"570" 7 6 15 1.94833693586051 1.3573725925 7.1154949275 1.69791054283039 0.99
"571" 7 10 1 1.88616708924221 -5.9676447025 -0.401930123750001 1.59556603799697 NA
"572" 7 10 2 1.96878360718476 -6.498530775 0.760031539999999 1.73298451267559 0.746666666666667
"573" 7 10 3 1.66571623661711 -2.9144133375 2.03234878 1.27989456495821 0.853333333333333
"574" 7 10 4 1.91487453508647 -4.16747483 1.860972905 1.64203446734001 0.876666666666667
"575" 7 10 5 1.51882202122102 -2.606819945 1.670355415 1.10504215992079 0.896666666666667
"576" 7 10 6 1.39241761227828 -1.8270853725 2.0365140625 0.973827670245406 0.95
"577" 7 10 7 1.91471849574803 -5.4550403 1.04441665 1.64177826535735 0.693333333333333
"578" 7 10 8 1.99608471874972 -4.9500883 2.9348028 1.78094867452361 0.77
"579" 7 10 9 2.26025297819982 -5.4871582 2.9177439975 2.31941371570733 0.73
"580" 7 10 10 2.05337063288215 -2.177941355 5.583987465 1.88595080521089 0.99
"581" 7 10 11 2.14676692125416 -2.635292235 5.10371429 2.07057922722302 0.953333333333333
"582" 7 10 12 1.83340240480317 0.42599970575 6.1656235575 1.51355906112923 0.996666666666667
"583" 7 10 13 1.63743718353042 1.5628829375 6.259511305 1.24420733735142 1
"584" 7 10 14 2.24222973559406 -1.02531449275 7.8302858425 2.27798482256666 0.986666666666667
"585" 7 10 15 1.97079479953782 0.54038643775 7.52004810499999 1.73647338509621 0.996666666666667
"586" 7 12 1 1.72084796306409 -6.84037493 -2.0033065975 1.35243873059637 NA
"587" 7 12 2 2.22097591462611 -5.09391261 1.8230326 2.23007982639591 1
"588" 7 12 3 2.00197395608386 -7.5577328875 0.06846790255 1.7914680490908 0.81
"589" 7 12 4 1.56167901464094 -4.6777094475 -0.3853245255 1.15343042621337 0.926666666666667
"590" 7 12 5 1.96738895083991 -6.99572484 -0.178470117250003 1.73056927943113 0.806666666666667
"591" 7 12 6 1.81844199067927 -3.0763285475 1.9115572525 1.49108412711604 1
"592" 7 12 7 1.86476910695017 -1.9350527375 3.6589810725 1.5617868364227 0.993333333333333
"593" 7 12 8 2.25997796409655 -3.2920309075 3.7832942175 2.318775931928 1
"594" 7 12 9 2.07042216971597 -2.5167247075 4.1938882 1.91838490459219 0.98
"595" 7 12 10 1.44648251639513 -1.1157825675 2.6215808875 1.02792682561434 1
"596" 7 12 11 1.88000286932914 -2.0926786375 3.85664237 1.58576086970746 1
"597" 7 12 12 1.88704002516569 1.0868289725 6.740824665 1.59695947301107 1
"598" 7 12 13 1.95815273537956 1.76890653 7.92005934 1.71465895738436 1
"599" 7 12 14 1.61038669543611 2.3812363725 6.920559625 1.21100205586859 1
"600" 7 12 15 1.55900011890514 -0.0170323810825 4.372210505 1.15034464145629 1
"601" 7 15 1 1.72915885345043 -5.9519157475 -0.0819872497000007 1.36372553738185 NA
"602" 7 15 2 1.6414892406793 -5.364980365 0.401647905499997 1.24925916482201 0.346666666666667
"603" 7 15 3 1.66320620707527 -5.2424653775 -0.71683561925 1.27668602024528 0.633333333333333
"604" 7 15 4 1.77008808992858 -3.6231394175 1.8198274375 1.42069978522998 0.846666666666667
"605" 7 15 5 1.63016065095095 -4.0813250825 1.2028392125 1.23518668147581 0.856666666666667
"606" 7 15 6 1.79166220527224 0.75524970275 5.921055805 1.45168314380282 1
"607" 7 15 7 1.7751929072363 -3.5135450975 2.004593045 1.42797074074288 0.906666666666667
"608" 7 15 8 1.64239328714256 -0.49643678175 4.125960385 1.2503890638153 0.986666666666667
"609" 7 15 9 2.32587237153122 -6.5787731225 2.09381566 2.47671686491168 0.8
"610" 7 15 10 2.39191246436874 -4.4661404675 4.82342747 2.64580120150547 0.823333333333333
"611" 7 15 11 1.70611884906237 -3.79251097 2.49364590749999 1.33266449235294 0.943333333333333
"612" 7 15 12 1.89712459724113 -1.0462207395 5.3225898675 1.61314560384439 0.99
"613" 7 15 13 1.51497969798865 2.51942914 6.42481988 1.10080437743571 1
"614" 7 15 14 1.91190453978799 0.735864548 7.036476705 1.63716486761571 1
"615" 7 15 15 2.00915763810992 -2.4761949075 4.00967556 1.80438372141383 0.89
